,Method,aligned_circular_agreement,mean_abs_wrapped_error,radius_cv,noise,density_ratio,seed,k,n_points
1,LE,0.9743263076150861,0.19705300660456848,0.12348111204652708,0.0,1.5,48,10,500
0,DM,0.9827413047859466,0.15479216360522668,0.07369510054315466,0.0,1.5,49,10,500
1,LE,0.9746442887530743,0.178500289237905,0.10885038736136785,0.0,1.5,49,10,500
0,DM,0.9594632312954684,0.24286079105263422,0.07626806852175776,0.0,2.0,0,10,500
1,LE,0.942371214868638,0.28346030775572856,0.14527659495902176,0.0,2.0,0,10,500
0,DM,0.9614627199604191,0.22380877130571242,0.09119847934077349,0.0,2.0,1,10,500
1,LE,0.9468410503636792,0.2547502347543741,0.12971857830827233,0.0,2.0,1,10,500
0,DM,0.9485353449404577,0.2811410022666054,0.07464501749217117,0.0,2.0,2,10,500
1,LE,0.9344203938519889,0.32107169782968514,0.16074226816307602,0.0,2.0,2,10,500
0,DM,0.9502609282979966,0.2788425044699711,0.07673290271070496,0.0,2.0,3,10,500
1,LE,0.9317358532599949,0.32389574151014094,0.1339826795646101,0.0,2.0,3,10,500
0,DM,0.9467757100071854,0.2805096751779749,0.08068649046102265,0.0,2.0,4,10,500
1,LE,0.9295618480882957,0.3120966731589949,0.14789701095782,0.0,2.0,4,10,500
0,DM,0.9525744832645915,0.2542439310676896,0.0915236978001962,0.0,2.0,5,10,500
1,LE,0.938820117189465,0.2982285213210508,0.15860368267572095,0.0,2.0,5,10,500
0,DM,0.9555879951671059,0.24998417456271502,0.09224417135162219,0.0,2.0,6,10,500
1,LE,0.9376088902718659,0.30672600155677826,0.1550368967299822,0.0,2.0,6,10,500
0,DM,0.9511466093394972,0.25591023894901627,0.08729517051343601,0.0,2.0,7,10,500
1,LE,0.9423316398290286,0.27375197208150487,0.16554867293263614,0.0,2.0,7,10,500
0,DM,0.9493992133733284,0.26685719385002005,0.14802596800230666,0.0,2.0,8,10,500
1,LE,0.9208194838417674,0.3395119043365869,0.12908585177092521,0.0,2.0,8,10,500
0,DM,0.9314753076034085,0.298296880741062,0.1408396910363666,0.0,2.0,9,10,500
1,LE,0.9052504124537781,0.36742216219796725,0.16254217479254407,0.0,2.0,9,10,500
0,DM,0.9426719473465747,0.296009696069821,0.07904184448463146,0.0,2.0,10,10,500
1,LE,0.9233572642455149,0.3522618904444677,0.1385753096864947,0.0,2.0,10,10,500
0,DM,0.9541719909681817,0.26144159676122863,0.07780687773980775,0.0,2.0,11,10,500
1,LE,0.9385984103268802,0.3056765039145372,0.13474667027556753,0.0,2.0,11,10,500
0,DM,0.9634349807847523,0.2285829427276116,0.07641739034680041,0.0,2.0,12,10,500
1,LE,0.9534896020910484,0.2649582580203418,0.11399138873530962,0.0,2.0,12,10,500
0,DM,0.9519363162756495,0.2701207475309153,0.0729295375867486,0.0,2.0,13,10,500
