,Method,aligned_circular_agreement,mean_abs_wrapped_error,radius_cv,noise,density_ratio,seed,k,n_points
0,DM,0.9533993278163557,0.26134873628861616,0.07622393293779299,0.0,2.0,13,10,500
1,LE,0.9528757031297646,0.25657994437454656,0.07996297481267577,0.0,2.0,13,10,500
0,DM,0.9494705901688357,0.27985482705072195,0.0754040168704622,0.0,2.0,14,10,500
1,LE,0.9463373884929447,0.29140112468822654,0.08324038978979452,0.0,2.0,14,10,500
0,DM,0.9462288326227084,0.29212389253075693,0.07399391142255966,0.0,2.0,15,10,500
1,LE,0.9453777664240288,0.2942522392221018,0.07969317689685755,0.0,2.0,15,10,500
0,DM,0.9527389124017188,0.2680124344429364,0.07218202833576884,0.0,2.0,16,10,500
1,LE,0.9540069887313978,0.2645187429358414,0.07299719843817512,0.0,2.0,16,10,500
0,DM,0.9485560859103873,0.2769111822953932,0.07902734375851414,0.0,2.0,17,10,500
1,LE,0.9493450854170963,0.27771934738782805,0.08090265331729879,0.0,2.0,17,10,500
0,DM,0.9535806946217186,0.2529941957446278,0.10984383515966196,0.0,2.0,18,10,500
1,LE,0.9524478326064052,0.25570142818556424,0.11404221359858668,0.0,2.0,18,10,500
0,DM,0.9642698978893492,0.224282699301938,0.11002243128485073,0.0,2.0,19,10,500
1,LE,0.964398140141405,0.2224797565277627,0.11899355739322823,0.0,2.0,19,10,500
0,DM,0.9514290609514046,0.2736890862742715,0.07181972267963346,0.0,2.0,20,10,500
1,LE,0.951209334033239,0.27115520626944956,0.07350822163122536,0.0,2.0,20,10,500
0,DM,0.9605852223562906,0.2431850214456422,0.07684450806445933,0.0,2.0,21,10,500
1,LE,0.9615462060624648,0.2427050113623647,0.09013862801293146,0.0,2.0,21,10,500
0,DM,0.9491106587123394,0.2504284115868877,0.14653758319533888,0.0,2.0,22,10,500
1,LE,0.9463540754058541,0.2571442222685649,0.14536995688574314,0.0,2.0,22,10,500
0,DM,0.9561010896326367,0.25736962600901186,0.07913119472950185,0.0,2.0,23,10,500
1,LE,0.9559013674449023,0.25873365842052354,0.08072572055103511,0.0,2.0,23,10,500
