,Method,aligned_circular_agreement,mean_abs_wrapped_error,radius_cv,noise,density_ratio,seed,k,n_points
1,LE,0.5546947227038392,0.8003167751819781,0.14671882393059235,0.0,1.0,47,10,500
0,DM,0.9546208877991074,0.2370390169655735,0.15160893568161177,0.0,1.0,48,10,500
1,LE,0.7778557552913996,0.514539637657057,0.16370187005783274,0.0,1.0,48,10,500
0,DM,0.995905508338207,0.06402576463209965,0.08586846512651948,0.0,1.0,49,10,500
1,LE,0.5227711889981398,0.840684693529727,0.1150892510373126,0.0,1.0,49,10,500
0,DM,0.9861870038673122,0.13117420314325692,0.07294715240265964,0.0,1.5,0,10,500
1,LE,0.5133295237261778,0.8791356771557975,0.08529735793025252,0.0,1.5,0,10,500
0,DM,0.9885675663495213,0.11776744342521647,0.08720467005989858,0.0,1.5,1,10,500
1,LE,0.5206477510912596,0.9036288604142846,0.1145897856032139,0.0,1.5,1,10,500
0,DM,0.9335426866863719,0.3100331836167991,0.1655321981701031,0.0,1.5,2,10,500
1,LE,0.8324180757147449,0.44055142612439047,0.16127176146140365,0.0,1.5,2,10,500
0,DM,0.9705830214322023,0.21692868502829105,0.0762733920262724,0.0,1.5,3,10,500
1,LE,0.5524895923674367,0.797043250986653,0.07678613946798757,0.0,1.5,3,10,500
0,DM,0.9789535936074363,0.18108348503742705,0.0807545344026542,0.0,1.5,4,10,500
1,LE,0.5150913984163603,0.8983649539840374,0.12153575635681982,0.0,1.5,4,10,500
0,DM,0.9724237793345417,0.1836792847684537,0.0945694695601779,0.0,1.5,5,10,500
1,LE,0.4756036248159744,0.9653261652436125,0.1902439862043134,0.0,1.5,5,10,500
0,DM,0.9836110200343093,0.14810167945853572,0.08334030616540813,0.0,1.5,6,10,500
1,LE,0.5166807870833533,0.8722702664708826,0.09596056817260364,0.0,1.5,6,10,500
0,DM,0.9832537027693379,0.1492417232226944,0.07737735250809556,0.0,1.5,7,10,500
1,LE,0.5010577169362325,0.9087962723744575,0.10075902724388161,0.0,1.5,7,10,500
0,DM,0.9696553920933537,0.18427330698854566,0.1511202631955778,0.0,1.5,8,10,500
1,LE,0.7074622192235629,0.6376865704632207,0.17295425746579737,0.0,1.5,8,10,500
0,DM,0.9759767589046733,0.17755166253951124,0.09582568016385958,0.0,1.5,9,10,500
1,LE,0.5595411325039159,0.7776578872194573,0.12462770155334742,0.0,1.5,9,10,500
0,DM,0.9777207053722485,0.18906054059377736,0.07320815359637162,0.0,1.5,10,10,500
1,LE,0.5485602518077303,0.8100990374970675,0.0876322251744256,0.0,1.5,10,10,500
